,rating,title,Review_data
196,3.0,Basically the UI of this phone sucks.. No useful gestures for volume control or screenshot.,Ok. The phone looks pretty cool and battery is amazingly stands for a full day 9 to 9 which is really great. Camera quality is also fine with good amount of day light. But basically the UI of this phone sucks. It's getting unlock automatically. While speaking a call it attempts to go on mute with out touching it and unlocks automatically sometime when I put it in my pocket. Notifications slides not wrks properly. Lot of issues are there in UI itself. But if you can consider it. It's a nice pick for daily use.
197,4.0,A Snapdragon that doesn't breathe fire,"Came to know different versions in market. Mine has few features hidden like second space; dual apps,etc.Still not updated. Glitches, reboots, freezes, observed way more than my old POCO M2, but is snappier otherwise"
198,4.0,"Good display, big battery, light weight","After 2 weeks of use here goes the review. The product has a smooth screen battery lasts long or depends on use but for general daily use its a big battery. The snapdragon works well for the device. Doesn't feel heavy for the pocket as its the light weight and slim too . The Only and important thing to notice is the camera quality, its not upto the mark of Xiaomi note series."
199,1.0,Worst Phone Ever,I received the phone on froday i opened it saturday and only whatsapp and candy crush and you lnow what happened a 4+1Gb ram phone not able to play candy crush smoothly and amazon is refusing for refund. First ever Mi phone and thats too worst one. Will never fo for Mi phones and other gadgets again. And will also not buy any thing from amazon again. Mi maling customer's fool by giving wrong specs phone as this phone is not a 6nm processor phone.
200,4.0,Nice one,Best product in this price range...
201,1.0,Worst experience,"Like: only battery lifeMany dislikes: worst camera, heating issue, hangs in between, finger print is worst not useful. Please please don't buy this. Heats during charging. If you watch YouTube videos be prepare to get heating issue. Heats while talking only after 10 mins. Not recommend. I was using note 5 pro. Cannot compare to note 5 pro. Sound quality is also not good."
202,1.0,processor worst hai.. Daily task bhi sahi se perform nahi kar pa raha hai. Go for other brand,I used it from last 3-4 days.. Don't buy it.. Worst products.. Hang ho raha hai. Waste of money.  No good camera. No good enough battery backup. Gorila bola hai but display pr normal scratch aaya hai.. Processor worst hai.. Daily task bhi sahi se perform nahi kar pa raha hai. Go for other brand. I already ised redmi note 5 pro.. So that's why I was purchase it.. But vary bad experience ever. Go for oneplus samsung and other brand
203,3.0,BAD CAMERA,Display and sound Clarity is awesome but Camera performance is very very bad and Dailer application performance is very bad. If your choice is camera please dont go for this Product.Its Below to its previous version of its model. I think need to Solve this By software.
204,4.0,A good phone but not the best camera you can get.,"I like the battery the most on this phone cause I used it for a day and it didn't go under 60 even after 2 hrs of call of duty gaming. It's been a week since I got it and it charges upto 10% in 5-6 mins.But according to the quad camera 50mp setup, the picture quality is not the best on the market. Except this, no regrets after buying this."
205,5.0,Worth the price.!,"After you receive the product, make sure it doesn't have any manufacturing defects, This is second unit I have received because the first one had some manufacturing defect. I asked for an replacement and they replaced the product. Thanks for that. Product is good and worth the money!"
206,3.0,Sim ejector tool missing,"Sim ejector tool missingThis is the second instance where the sim ejector tool was missing in the box.  Have I really received a new product, not sure.Previously when I ordered a Redmi power 9, the ejector tool was missing."
207,5.0,Good phone.,"They should really work on doing away with bloatwares. If indeed they want the consumers to be aware of them, give them but please lat the user uninstall them if they don't want to use them. Do not force them down their throats."
208,3.0,Camera Quality is not good,"The camera quality is not as we expect from the Red Mi note series. The front camera is not up to the mark. the color tone is not very natural and the quality is bad. In this price range, there are more smartphones that give 4k 30fps but this phone only supports 1080p 30fps. All together the phone is very good in terms of looks, and build quality, the latest Miui 13 also runs lag-free. Only one request to Red Mi please fix the camera with updates.Thank you"
209,4.0,Battery not good,Battery does not last longer. It works for about 20 hours for a full charge. But get full charge within 1 hour of charging.I doubt whether the battery is faulty. It seams having 3000mAh capacity.
210,4.0,Efficient and handy,"This mobile is all good but the camera is not upto the mark. It has good battery life, working smoothly and fastly, very handy and light weight.... The only problem I faced after using one and half month is the camera quality... Portrait mode, night mode are okay but the normal camera should be more upgraded... But if camera quality does not come to you in the first preference... Buy it!! Ohh I forgot to appreciate the display quality... It's really nice!!! Thank you"
211,4.0,Typical Redmi,Good phone at a good price point. The square borders offer a good grip without a case. Comes with MIUI 13. Some bloatwares were there but thank heavens they could be uninstalled with rooting.
212,4.0,Camera quality is fair,"User interface is better than samsung mobiles, Google assistant is awesome, tools- notes, calculator, clock, calendar, flash light are awesome. Only the thing is camera disappointed if you zoom a photo taken by 50mp camera it doesn't show you the details means too much of noise in photos other wise this mobile is far good and what else we want in under Rs.14,000/-?!"
213,1.0,Worst phone,"The camera of the phone is very bad and the selfie does not work at all and I have made 10 more calls to them to take your phone return but that you are fooling me and making her download some application again and again and call  Refusing to return, I had given a gift to my younger sister wearing this, but now my mind is spoiled due to so much phone failure, I become sad with them"
214,5.0,"Radmi note 11 acha ha, camara is good, battery is good, charging speed sacha  ha","This phone is Osama 😍battey is good, camara perfumes is great☺thanks for amazin..I am really happy😊 radmi note11  acha ha, but, night main camara zada kash nahi laga mara ko, par everything is okay👌"
215,5.0,Good product,First impression of the phone is:I really like the way they put one speaker at the bottom and one on the top making it stereo. The sound quality from them is good. I also like how the display looks.Haven't really tested the camera so no review on it.The phone got delivered on the same day. Ordered it in the morning and received it in the evening.The UI is very responsive though I haven't tested it on games.
216,1.0,Please don't waste your money by buying this phone!!,"This is the worst set in this price range! It's just been 3 months now, and I am regretting my decision of buying this now itself. Camera - bad, system, worse, and the entire set- worst. The phone hangs at any point of time, even without exhaustive use. It has a pathetic problem of heating, and the charging cable is not at all turbo in nature as claimed!!! Please don't waste your money. You can very easily go for sets like poco/ realme/samsung. But please don't buy this!!!!!"
217,1.0,Returned it once and still received the faulty product,"Bought this phone 20 days ago and returned it once however, having same problem with the returned product.Rebooting itselfUnable to charge or very slow chargingNow, as per the Amazon policy I need to get it repaired from MI service centre which is unacceptable for me because 20 days old phone need to repair and I have to use a repaired phone after paying price of a new phone.Please do not buy this phone."
218,1.0,Google dialer h.. don't buy,"6gb ram.. not at all. Most worst thing in this phone is it has google dialer, in which call recording announcement and slow working. And you not allow to disable this. And other all call recording app not working. Its true. Check on YouTube"
219,1.0,Even after technician rectification this product is now performing at all.,"Battery life is averag and camera quality is worst, also camara get hanged time to time and produce delay in clicking pictures. Incoming call sound gets missing almost all the time"
220,2.0,OK ok,Bought it with lot of hope.. It's k k.. Nothing extraordinary.. After 6month ofuse.. It's gone slow.. Have been using mi  from years never faced this problem but this one is gone slow.. Sometime phone is ringing but no display.. Struggling to show number..
221,5.0,awesome,"The media could not be loaded.
                



 awesome phn thnks redmi"
222,4.0,Decent budget phone,"Well designed, feels good to hold in the hand.Case and charger included. Display is good.MiUI is loaded with bloatware and kind of boring to navigate.King among budget phones."
223,5.0,Under 15K one of the best mobile Redmi note 11 SD 680,Liked this deviceSD 68050mp camera33watt pro FCFingers printSabse achcha display90h sAmoled 1100nits brit.Mujhe offer m 13000 ka mila 6/64
224,3.0,Good phone,After using a month redmi note 11 is good budget phone. Battery is really good. It gives me a full day battery backup. Apps is working fast. No lagging But sometimes I find a unnoticeable lagging on some app. There is crashing problem many times apps stopped. Camera quality is also good. Speaker is also loud and clear. Amoled display is also good and bright.It is a good phone for normal usage.I am happy with the mobile.
225,3.0,Go for 4/64 rather than 6/128,"I received defective product, two times in a row,May be it's the faulty product, because I had the same issues both timesHere's the problem i faced,1. As u can see in image, charging from 0-90 took me 3+ hrs.2. Blur selfie photo3. Camera doesn't feel like 50 MP4. Performance not as i expectedBetter go for 4/64 varient because it has no issues, my friend has it and i have confirmed it myself"
226,1.0,Worst camera ever,Terrible mistake i have done purchase by going through the ratings.. Even basic mobile has good camera..There is lots and lots of bug. video call goes blank screen i have shake the mobile to get the video screen back.. I have replaced the mobile still the same issue.No idea on what basis rating goes to 4 star for this mobile..
227,3.0,Phone lag,"Gaming, skype and whatsapp all getting lag. Even when phone rings it need few seconds to display. Camera also poor. No dual app option need to instal system launcher to get it. No automatic call recordingGood design, Fast charging and battery backup"
228,1.0,phone my phone got deli on 26th March nd today is 4th April screen became fully blurr  not working,"The media could not be loaded.
                



 Waste phone my phone got delivered on 26th March nd today is 4th April screen became fully blurr nd not working. Not even used for two days after it delivered. If I asking to customer care they are saying that replacement policy days over we can't do anything like that telling to check with brand . Some used phone may be handovered to me , with in two days issue with display.posted a video also ,"
229,4.0,Good phone for multimedia streaming and average gaming,"The phone is good for multimedia streaming such as YouTube, Facebook, WhatsApp etc. The AMOLED display quality and the dual speakers are good. Camera is very average. If you are choosing this for camera, better go for other models. Even though this phone have 6nm processor, you can slightly feel the heating during games and high tasks. Hardware side is good but the software side has several bugs. Overall, this phone is for average users."
230,4.0,Not that happy with Redmi Note 11,"Redmi Note 11 has amazing display quality. Really loved it. Also the sound quality is very good. I've used this phone for almost 24 hrs after charging for the first time and 21% charge is left with moderate usage. The front camera of Redmi Note 11 is quite bad, also the macro lense isn't upto the mark. 50 mp lense and the wide lense aren’t that good. I thought the picture quality would be great, but in reality it isn't. I hope Xiaomi gives any software update to fix this."
231,1.0,Overall bad choice,Pathetic camera quality . One who is looking for camera option please don't consider this as an option . There is no return with money back option so think 10 times before choosing this phone . Phone hangs while downloading any application .
232,3.0,The troublesome UI,The ui has become more troublesome and the calling and messaging is hectic the gernal miui was far better and simple while the system occupies almost 20gb of internal storage i got only 45 gb of storage in the 64gb variant and the ram fusion is only 1 gb in this variant which is not highlighted in specs
233,3.0,Not fit for DUAL APPS,"Some times phone hangs, dual apps not working properly ,even after giving permission for camera and speaker u can't talk on WhatsApp call or can't send voice messages, more over it gives information to other person when call is being recorded"
234,5.0,The phone is awesome👍 Thanks redmi,Ram is very good camera quality is also very good & Haptecs feed back very good6 gb to expand 8 gb phone performance is awesomeAll over my phone experience is awesome Thanks Xiaomi & Thanks Amazon ✌✌
235,1.0,Misleading and fraudulent specs,Camera quality is bad can't tell any difference between it and 13MP realme c3 camera quality (and yes i even tried forced 50MP option). Battery life is not upto the mark. And finally the processor is definitely not 6nm 2.4ghz that would play games like asphalt legend butter smooth but it lags a lot. Phone is light weight for such hefty specs portraying it's quality issues.
236,1.0,It's hangs more often.... don't buy this product...poor and disappointed with mi.,"It's hangs more often.... don't buy this product...poor and disappointed with mi.... it's my 6th mi phone.,..but it's not as good as previously.Battery life 2daysCamera very poorFinger sensor slightly slowApps hangsMobile hangsBack side is slightly shallow"
237,4.0,Superv.,"After using of 2 months some futures not in like old mi phone.the exchange offer is superb.little slow.battery life,sound quality and video glarity is superb."
238,4.0,Overall good phone with this budget.. Bought it for my mom,"Display is superb, bright screenSound is very goodCamera  quality is below average kaam chalaoNot a 50MP camera, I had redmi note 9 pro which had 48 mp camera which is very much good than thisPerformance is moderateIt's a good phone for old people who does only calling, fb , whastp etcNot for gamersYouTube video support upto1080pPhone looks awesome premium and handyAmoled display is good"
239,1.0,Absolutely terrible,"You are reading this review from a person who has been a redmi customer for almost 7 years, this has to be one of the worst product I have ever bought, even with 6gb ram the mobile just freeze constantly, apps needs to be cleared wifi is very poor, battery quality is not up to the mark the only thing good about this mobile is it's screen, and lastly the camera uffff I can't describe how pathetic the camera is."
240,4.0,Good phone on this budget,"Looks very good of this phone, good processor, enough battery life. But camera quality is not so good as 50 megapixl. But it is ok as it's price & brand. Screen resolution is very good."
241,1.0,Don't buy it,"Performance is much worst, even redmi note 10s is far better over this phone. Apps won't open in a second it takes 3 to 4 seconds to open and show contents inside the app (both online and offline apps) .What to say about my experience i have exchanged my note 10s to buy this lagger phone. Now I'm counting numbers when the phone is trying and struggling to load basic applications."
242,3.0,Worst Camera and Video quality,This mobile is not for camera enthusiastic people. Picture quality is worsy among redmi series phone. Video quality also experiences frame drop and no eis. Very shaky video. Max is 1080 30fps. Rather my note 7 pro has good photo and video quality. I regret buying this mobile. Except camera other things are good.
243,4.0,Worse than previous generation but acceptable at lower price,"Got it with a discounted price. Camera is worse, have charging issues after MIUI 13 but I think those will be fixed.Other than that, it's quite sturdy device with acceptable performance at this price point."
244,3.0,Ordinary fone with decent hardware,Very poor quality fone at price 14500 this price mi need more improvement camera...cheap design fone looking outdated look..battery backup is good... display also good but not happy with camera & design...& Miui 13 crap as well comes with too many bloatware..
245,5.0,Good phone with bad camera,"Camera quality is very bad , Device performance is good , Perfect screen clarity and sound."
246,1.0,"Third class build quality, Don't buy","Whole mobile is made of cheap quality plastic, back panel seems like just paper. Back panel is paper thin and shakes like hell when we play music. It remembers me of typical chinese mobiles that used to sell 10-12 years ago."
247,4.0,Except camera quality everything is best.,"Features that mentioned by redmi are fantastic to use.lightweight,beautiful display,body colure stardust blue looks very attractive.But camera quality is very bad in indoors or low light.looks like very cheaper phone while consider to camera quality.But in outdoor camera works properly.gives fantastic camera quality."
248,1.0,Worst Camera Ever with 50MP Main and 13MP Selfie,If you want good camera quality phone then forget it. Or wait for their updates to fix this issue.
249,1.0,Not happy,Battery backup is poor. Always phone get hangsI have downloaded only 6 apps which are regularly used
250,3.0,Performance issue  | RAM 6 GB + 128 ROM | Should be best product in this configuration.,"Product is good but performance is not well as expectation, if we have 6 GB RAM and 128 GB ROM.In this configuration, the mobile phone should be best in performance wise.Smoothness / performance not good.Weight - LightweightStorage - GoodLook - GoodBudget - in budgetOverall good perfect but  smoothness / performance wise not a good product."
251,4.0,Good phone in this range,"It's my review after using 1 monthThis mobile phone is amazing, all features are cool,But camera quality is not too good but OKBattery life is goodFinger print sensor is fast90 hz refresh rate is goodSometimes I found heating essueU can buy it in budget phone segment ☺"
252,1.0,Worst mobile i ever bought,Its hardly been 2 months and phone started to hang when there is little load on phone like switching apps it hangs and i have to force restart it ......its a pain reallyAnd most time it happens when im using snapchat
253,4.0,Value for money smartphone,"Good display. Normal usage performance is good. Decent camera. Good battery life. Expected 60FPS video support which is not supported. For detailed review, visit Technology Tour channel."
254,1.0,The primary feature of phone for calling is not working properly.,"If the primary functions are giving trouble what's the use of giving Snapdragon, liquid cooling, 6gb Ram, 128Gb Hard disk.Fingerprint scanner and others. Call conferencing not working properly. Screen getting blank when incoming call come in. The keypad sounds loud when trying to add call on conference. The phone goes on stand by mode when clicked call. Just after a closure of return window, the issue has started."
255,3.0,Below Average Phone,"Dekho yaar , Redmi ke bahut sare phone chlaya hun lekin range ke hisab se sabse bekar phone hai yaar .#Camera quality below average hai .#Feel nhi aata hai chlane mai ..#Calling ke douran recording on kro kro to pure district ko ptaa chl jata hai .#Calling ke douran phone ear mai lgane pe off nhi hoti jaldi .Light weight hai aur handy hai bss ye thoda achha hai ..."
256,3.0,Bad Camera Quality,"After 3 weeks of usage.. Red 9A camera Quality 100℅ better than tis..Battery Back up is OK.. Fast charging will took around 50 Min..Processing speed is OK not expected..Price tag is high at13,499/-9K price tag.. Is ok"
257,4.0,Phone is good but Camera is not up to the mark.,"The phone is very good for this price segment I got it for 13499(4+64).Everything is good except the camera Camera performs terribly in low light conditions In proper light it performs well. The front camera over process your face even after face beauty is off.If you planning to buy this phone for the camera then I suggest not to.For regular usage, this will perform like a beast."
258,3.0,Worst camera clarity. I feel like I did a mistake by choosing remi note11 mobile.,"Camera 1/5 - Completely disappointed.😔Front camera - clarity is completely worst. U may not able identify the person whom you captured using that phone.Back Camera - ok , but not as expected.Image calrity is just better My old lenovo vibe p1 which just has 13MP camera.Finger print- slight slow than other phones in 10k budget.Over all, Phone is ok, but NOT UPTO MARK."
259,2.0,worst mobile,sabse bekar mobile h... after 18 days its review is worst worst worst...kuch proper function n krta h.camera 50 MP k to h hi nhi.call jb ati h to pta hi n chalta ki aa kiski rhi h.. calling app proper work n krta...bolo to kuch b sahi n work krta h ..kisi b app ki window close krdo tabhi notification dikahata h ki chal rha h.plz is mobile ko mat le koi...
260,1.0,This phone is just displayed box in 16000 not worthy,Inshort this phone have good amoled display.Apart from that nothing good in this phone .Cameras looks like 4 but result is very badPic splits without zoom it shows balck and white dots.which is wrost cameraAlso 2m macro is useless in this deviceProcessor is also average not working goodU cant play BGMI IN this phoneNot useful device.Dont buy this u must go for better option.
261,2.0,An average phone with poor camera(especially on whatsapp video calls),The good:The battery life is excellent(5/5)The display is excellent(5/5)The performance is ok for day to day usage(3/5)The bad:The camera performance is below average(1/5)The Ugly:The video appears blurred/artificial on whatsapp video calls.Overall there are better phones available in the same price.
262,3.0,Not so good camera.,After using it for week. Here is the initial review of the product.1. Camera is of cheap quality. If you are camera freak and taking a lot of images. Than go for something else.2. Battery is good and could last more than 2 days with basic use.3. Display and resolution is decent.4. Speed is also good as promised with 90hz performance
263,3.0,Worse Camera  and Video quality and slow phone,"I never expected this kind of bad quality camera from Mi note 11, pls don't buy this phone if you are looking for good photos and videos,Even in daylight and night mode are really bad. And the phone is really slow with 6Gb with 128Gb version.It's totally disappointed"
264,1.0,Phone is very lagging,Please don't buy this phone. This is very lagging phone. I don't know phone is faulty or processor is not good. I wasted money. And Amazon haven't return policy only replacement. Camera is also below average
265,1.0,Worst Camera | Good Battery Performance,Noticeable Things:1. AMOLED Display and Sound Quality is good.2. Performance is just fine(Not suitable for gaming).3. Battery performance is great.4. Camera quality is so poor.If you don't care much about camera quality then go for it.
266,4.0,"The really awesome phone , value for money.....",I'm writing this review after 4 months of buying.*The Camera quality is excellent but company doesn't provide 4k resolutions video shoot option.*Battery performance is overall much better than other phones. Once it can charge it  can easily survive for minimum 20+ hours.*Gaming Performance is excellent.*Overall look  of the phone is damn good.
267,4.0,Gorgeous front and back with impressive features!,"The media could not be loaded.
                



 Best value for money! Can't complain about anything at this price point.. Best in the segment."
268,2.0,Totally dispointed,I am using this mobile from last 2 weeks. I am totally dispointed with this mobile. The worst thing is camera quality.My old phone Redmi note 7 is having good quality than this. Battery backup is not as expected.Its taking 1hr and 30 minutes to charge full.
269,1.0,Bahot he bekar phone hai,Ye phone 16000 ka hai or iska camera had se zada kharb hai. Full paise west phone h mene isko aj liya father's day pr apne pap ke liye or iska camera bahot he behkr h mano jese china ke phone me phle 2mp ka camera aata tha wesw quality h. Me to loot gaya ye leke. Ap koi v ye Phone mt lena thanks
270,4.0,Good mobile for Multimedia usage,Brought for my parents.Purpose:Heavy YouTube and other multimedia usage.Display 5/5No heating issuesCamera 3/5Quick charger is impressive and battery lasts for 2 days 5/5Provided good case cover which is perfect fit.
271,3.0,Phone is good worth the price....,It's worth the price... But except the camera part...You may use gcam....But seriously camera is 3 out of 10..Battery... 8Fingerprint scanner is slightly slow... 7..Display is good... 8Network.... 9Audio via jack... 9Audio via Bluetooth... 7That's all...I got it for 7.800 with exchange... So i can't complain more...Worth the price for 7.8..
272,3.0,Bad Primary Camera in Low light,Pros : Amoled DisplayBuilt QualitySound from Stereo Speaker'sGood Battery backupTurbo charger 33wCons: Low light performance of CameraBelow Average Camera
273,5.0,Overall good phone,"I am using this phone from last 6 monthsI like this product and camera performance is average, battery performance is good, screen and build quality is goodWe can use Google camera for good image processing as alternative for back camera"
274,1.0,Worst phone ever purchased,It is the worst phone I have ever used...display is looks disorted..performance is always lagging..even opening watsapp takes time..coming to camera part..I have never seen such wonderful camera which cannot compete with 2 MP old camera..wah!!! It is supposed to be in price range between 4 to 5k..not more than that. Please don't dont buy it!!!
275,4.0,Okay to have in this price segment,Good product in this price range. Do not but if you use it for gaming. If you put more pressure to processor it hangs and restart. Buy when u just need it for basic needs
276,5.0,Nice budget fone,Agar ap ek achi display or battery chahte ho ye ankh band krke lelo . Contents mai dekhne mai maza ayega  outdoor ho ya indoor  superb battery backup hai. Camera thik thak  hai. Jyada umid mt krna. Game v acha khasa khila dena . Mai chahe ke low ni kr para or jaldi charge ho jata adha ghanta kafi h.
277,1.0,Worst mobile of this year from Mi. No recommendation at all!!,Worst mobile ever I used. Pathetic performance not even equal in terms of 5k phone. Not recommending to anyone as I am using it just as phone and still I am disatisfied with its performance. People who will buy it for games I am not sure how many days they are going to bear it. 0 out of 10 totally waste of money. If anyone wants I can sell it for 10k only 1 month old.
278,1.0,Waste of money,"Waste of money, I received yesterday this phone, but it's not like original Redmi phone,it's like copy piece of redmi,,camera quality is very bad, when I open video calling there are totally darker,even it's look like 3k/4k phone's camera quality,Is there any option then I will return it anywhere !Seriously,,out of expectation from Amazon for this types of bed quality product."
279,1.0,Poor Camera Quality.,The camera Quality is very dull. The dual speaker audio is not balanced. Performance very slow. This phone does not live up to the expectations!
280,4.0,Good one,Good product
281,4.0,"I""m vary Happy sow Good Thanks Amazon","The media could not be loaded.
                



 All good quality🥰😀👍"
282,5.0,Best of best phone under 13k redmi note11,I purchased in emergency but iwm loving it for battery back up and amoled display.  the screen size is just best & dual speaker make a difference audio other costlier mobile.Just go for it without hassle * t&c
283,1.0,Pure 3rd class phone,"Pure 3rd class camera, Hang issues,pls don't waste your money....."
284,1.0,Not value for money,Battery is not so good while 6nm technology usedProcesser is 680 which is not able to run daily task smoothlyMemory is ~30/64gbDisplay is good but punch hole is bigSpeaker is goodCharging is sometime fast and sometime slowSo overall this is not good phone for 12500After each update performance is downNow it take 3 hr to fully charged
285,5.0,best value for money smartphone on amazon got it for just 10 780 rupees.,"Best smartphone under 13000 with best in class amoled display true blacks are here. 90hz feels smoother and does not lag while doing day to day tasks, maybe a little bit less in performance for gaming but gr8 at battery management last for 2 days after full charging. 37 hrs active time after full charge."
286,5.0,very nice smartphone used 15 days and reviewed,"Pros- Amoled Screen, Battery easily lasts a day or day n half on moderate usage.Charging Speed, Size of the mobile which is handy can b accessed though single hand..Separate SD card slot.best according to prize also a good display with colours"
287,3.0,Not up to up mark....,Fingerprint lock very slow... Camara is not good...front camera not at clear ..while video calling.....it's look like a 1 mp camera... worst phone...
288,2.0,"Slow processor, even not good for casual use","Very very slow processor, even not good for casual use, very slow app loading, slow camera app open process, processor is not so good, helio G88 is better than snapdragon 680...."
289,1.0,Power issues in this phone,This phone is full of problems and bugs since it has this wiered auto restarting issues. Powering off and then onn and then going to settings and tryimg to change software make the phone lag and doing it for many time makes the phone get into the loop of auto restart.
290,1.0,"Worst camera, Worst Speed Overall Cheap fon please don't waste your money","Worst camera, Worst Speed Overall Cheap fon please don't waste your money"
291,3.0,Not as per expectations,I got this phone replaced cuz the earlier one had some scratches and heating issues. The replacement that i received has the same problem yet again. Not with the camera but with heating. It started to heat up as soon as i started using it. When i put it to charging it heats uo real quick. The cameras are average. Also the phone doesn't feel premium on hands.
292,1.0,"Within a month of buying, the touch has stopped working!","Within around a month of buying this mobile phone, its touch has stopped working. And the worse part is, the phone wont be replaced now. Only repaired. Everybody knows how well the repaired sets work. I so regret buying this trash of a phone. 13k gone down the drain."
293,2.0,Battery dont last a day,"Battery charges in an hour if switched off.But it doesn't last a day fully.Performance is goodNo LagsDecent CameraVery Less Heating issuesConclusion - Its Good for average users, not for gamers"
294,1.0,Sound output is very low,Some features not working in this mobile like sound output it's very bad i connected apple 2nd gen airpods but sound coming is very low in this mobile same airpods good working with another phone sound out put is not supported
295,1.0,Please don't buy,Keeps getting carrier info notification msg. We use bsnl sim and when tried internet itself stopped have no idea how to disable this notifications with internet. It gets hung.Used to have Redmi 9 note. Thought this would b same. But no worst phone. Please don't buy. This phone is really average infact even worse.
296,1.0,Don't deserve this price,"Xiaomi claming that mobile will charge in 1 hour but in reality charging 🔋⚡ takes 2 hours, Xiaomi makeing us fool to sell their smart phones, that is really bad, not a trustworthy company."
297,3.0,Doesn't live up to the hype,"Bought it on the first sale and have been using it on a regular basis.My main concern is the battery. The battery drain is huge, I have to travel with the charger always. If both SIM are on 4G mode then God can only help you. Would not suggest anyone to buy this phone."
298,4.0,Normal users good mobile,"Normal users good mobile,Camera not good, another all expects Good"
299,1.0,worst experience,The phone performance is not upto mark. It started lagging when I tried to conference call then I requested return. The person from amazon just installed an application and said everything is fine. No issue.Now the phone keep lagging now and then. No solution. wasted my money
300,2.0,Worst camera in this price 👎,This phone is good for regular use. Display is average and brightness is good. It has 50MP camera but doesn't feel like 50MP. Even phone in the range of 8000 has better camera than this. Picture quality is very basis. Front camera pictures are disaster. It seems MI has done cost cutting on camera.
301,3.0,Not good fir video calls. Worst quality camera,"With this much price, any one can expect good camera quality. Forget about photos, at least we can expect good video call facility but that is not at all good. It's clearly showcasing it's a China phone. Full waste of money. Just a big phone for youtube videos 👎"
302,1.0,Please don't buy.... Waste of money.....,Phone quality is not good.. It stucks and unable to use..... Automatically switch off and will receive a message that not responding.... Middle of the call phone switches off
303,5.0,Overall 5/5 product for daily use.,"Overall very good product.Battery backup is superb,apps open pretty fast, observed no lag whatsoever.Preloaded camera app is not that good instead use GCAM for superior pictures.Not recommend for heavy game players but for daily use it is a great buy."
304,1.0,Worst Phone Ever,After 1.5 month of using Redmi note 11 I came to know that this phone is never going to perform well. Right from the first day this phone has a problem of hanging. Phone is very slow and could not provide results when needed.
305,1.0,Don't buy this phone,"Camera quality is very poor, don't buy this phone. don't buy this phone don't buy this phone don't buy this phone don't buy this phone don't buy this phone"
306,5.0,Lovely Product... 😊😊,"A good product at all. Xiaomi is one of the best mobile brand at this situation.... All systems are good but preferably camera quality is low, it can be caused for miui 13.Another case we can consider it amoled display, gorilla glasss protection, snapdragon processor , free hand feel etc etc.... That's all.... Over All Allrounder GOOD PRODUCT.... 👍👍"
307,1.0,Don't go for it only display is good other features is very bad or call worst,After useing10 days I m writing this Cameras very bad zeroPhone getting heat on normal internet usingSoftware is very bad many time apps geting crash many timeCharging take 1and half hour to charges33watt charger is mithya now it takes 2hr to full charge
308,1.0,Phone dead in 20 days,I have received this phone on 13 on Feb and initaly phone was working after few days display went off and never turned on I have visited  they says it's physical damage 😅 and so I have told them show the proof they says display is broken internally I don't understand what is actuly happing
309,2.0,"Don't buy from this seller ,he is sending mobiles with scratches.","Mobile is okay but don't buy from this seller ,else you will repent..he is sending products after using and mobile came with scratch marks that is usage signs ..and we can't even return it."
310,3.0,Doesn't work good in a 90hz refresh rate,"Frame drop issues, even on HD videos. Doesn't work well, Durning 90Hz setting. Frame drops, HD Videos, and Normal games don't work well.Performance-wise, the Note 9 Pro ( 4GB ) variant is better than the note 11 ( 6GB )The phone is lightweight, that is the only good thing about this phone."
311,2.0,Don't buy redmi note 11,"Laggy performance. Touch screen not responding quickly. Camera is just average. Though it has Snapdragon 680, the battery life and performance is not good. UI is also laggy with worst snapdragon 680 processor. Consider buying redmi note 11 or 10s. Or just go with realme phones. Samsung phone has a good software when compared to Chinese phones."
312,5.0,Value for money,"Since I had a very slow charging phone before, this redmi note 11 phone's charging speed amazes me. Nice display and design. Average camera quality. And I had 100% satisfaction on this purchase."
313,1.0,Camera is pathetic,"Display is average, battery life is good.But i haven't such poor picture quality in years. Camera is of no use.Anyone buying this one will regret from day 1. Performance of chipset is mediocre.You will feel it's slow the moment you start using it.Better buy something else then wasting your money on this redmi."
314,5.0,Redmi PhoneS Always best with price and specs,1 Amoled ✓2 90hz Refresh rate ✓3 Battery Backup 🔋 ✓4 Camera with Gcam ✓5 speaker and haptic feedback Quality ✓6 Handy Size ✓7 full charge easily servive 2 Days with Casual Usage ✓8 Colours and Brightness ✓
315,4.0,Go for it. (1 month usage review),Likes- Price Screen HDFingerprint sensorSmooth.DesignLight weightDislike- camera quality**Dont go for it if you are a picture freak person.  Everything is perfect in the phone minus the camera quality. I regret the camera. Rest all fine👍
316,1.0,Don't buy worst phone ever I have use in my life,"Request to all don't vest your money, camera very poor, finger lock very slow responding, lots of leggs,when you open camrera a or other app is taking too much time to open, back ground app auto stop .. I am mi lover but this phone is worst till date I have used it is batter go redmi note 8 pro or 10s."
317,3.0,Overall budget phone,Front camera is not upto the mark. Rear camera is ok ok. Fingerprint reader is good. Battery life is good. Overall its a budget phone. But camera disappointed me. If you are photoholic guy dont go for this model. Rather go for oneplus or realme.
318,1.0,Not worthtaking,"Phone hangs, contacts disappear, screen is blank while calling, can't dial any number, WhatsApp is not working properly, unlocking problem।।।"
319,3.0,Ok kind.,It’s good but my 3 years back iPhone opens app faster than this. I am not promoting 🍎 here..Just sharing what I am experiencing.
